acronym,volume,edition_date,shelf_number,country,dates,pages,id,source_name,source_author,source_URL,notes,reference,type,notes
ACE-1,36,dec. 1838,,,,,"Extraits d'Avis Divers, XXXVI, Décembre 1838.",Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
ACE-1,21,avril 1835,,,,,Extraits d'Avis Divers. N° XXI. Avril 1835.,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
ACE-1,23,août 1835,,,,,Extraits d'Avis Divers. N° XXIII. Août 1835.,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
ACE-1,27,sept. 1836,,,,,Extraits d'Avis Divers. N° XXVII. Septembre 1836.,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
ACE-1,31,sept. 1837,,,,,Extraits d'Avis Divers. N° XXXI. Septembre 1837.,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
ACE-1,33,mars 1838,,,,,Extraits d'Avis Divers. N° XXXIII. Mars 1838.,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
ACE-1,35,sept. 1838,,,,,Extraits d'Avis Divers. N° XXXV. Septembre 1838.,Extraits d'Avis Divers. 1e série Avis divers,Ministère de l'Agriculture et du Commerce,,,Annales Commerce Extérieur-Serie 1,secondary,
FT-FIN,,,,,1856-1902,,FT-FIN_1856-1902,"Official Statistics of Finland, Trade and Navigation",,,,Foreign Trade Finland,primary,
FT-FIN,,,,,1903-1938,,FT-FIN_1903-1938,"Official Statistics of Finland, Trade and Navigation",,,,Foreign Trade Finland,primary,
AH-GER,,1958,,,,,"G. Bondi, Deutschlands Aussenhandel 1815-1870 (1958)",Deutschlands Aussenhandel 1815-1870,Bondi G.,,,Deutschland Aussenhandel,estimation,
BSG-FR,,Avril 1938,,,,,"Henri Ulmer, (Avril 1938), Les échanges extérieurs de la France et de ses dépendances au cours de la période récente, Bulletin de la Statistique Générale de la France, INSEE archives",Bulletin de la Statistique Générale de la France,Ulmer H.,,Les échanges extérieurs de la France et de ses dépendances au cours de la période récente,Bulletin Statistique France,secondary,
HS-SWE,,1972,,,1732-1970,,"Historical statistics of Sweden, Part 3. Foreign trade 1732-1970.",Historical statistics of Sweden. Part 3. Foreign trade 1732-1970,,,,Historical Statistics Sweden,estimation,
HS-USA,,2006,,,,,"Historical Statistics of the United States (Millenial Edition, 2006)",Historical Statistics of the United States,"Carter S. B., Gartner S. S., Haines M. R., Olmstead A. L., Sutch R. & Wright G.",,,Historical Statistics United States,estimation,
NEHA,65,2002,,,,,"HORLINGS E., NEHA-Jaarboek, 65, 2002.",NEHA-Jaarboek,Horlings E.,,"The International Trade of a Small and Open Economy. Revised Estimates of the Imports and Exports of Belgium, 1835-1990",NEHA-Jaarboek,estimation,
TT-UK,,,BNF: MICROFICHE M-15006 mf 46.264-268,,1831-1840,,"House of Commons Parliamentary Papers - Tables showing the Trade of the United Kingdom with different Foreign Countries and British Possessions, 1831-1840 (BNF : MICROFICHE M-15006 mf 46.264-268)",Tables showing the Trade of the United Kingdom with different Foreign Countries and British Possessions,House of Commons Parliamentary Papers,,,Tables Trade United Kingdom,primary,
HS-FIN,,1983,,,,232-241,HS-FIN_1983_232-241,Suomen Taloushistoria 3. Historiallinen Tilasto,,,,Historical Statistics Finland,estimation,
HT,62,1963,,,,352-353,HT_62_1963_352-353,Historiallisia Tutkimuksia,,,,Historical Studies,estimation,
AHSP,,,,,,,http://www.ier.hit-u.ac.jp/COE/Japanese/discussionpapers/DP97.28/table2.htm,http://www.ier.hit-u.ac.jp/COE/Japanese/discussionpapers/DP97.28/table2.htm,,http://www.ier.hit-u.ac.jp/COE/Japanese/discussionpapers/DP97.28/table2.htm,,"Re-examining the Foreign Trade Structure of the Colonial Philippines : With Special Reference to the ""Intra-Asian Trade"", ASIAN Historical Statistcs Project",estimation,
SNZ,,,,,,,http://www.stats.govt.nz/browse_for_stats/economic_indicators/NationalAccounts/long-term-data-series/overseas-trade-and-payments.aspx,http://www.stats.govt.nz/browse_for_stats/economic_indicators/NationalAccounts/long-term-data-series/overseas-trade-and-payments.aspx,,,,"Statistics New Zealand, Overseas Trade and Payments",estimation,
FRT-FIN,,1963,,,,,"Joustela, Kauko:  Suomen Venäjän kauppa autonomian ajan alkupuoliskolla vv. 1809-65 (Der Handel Finnlands mit Russland i.J. 1809-1865); Historiallisia tutkimuksia LXII, Helsinki 1963, pp. 352-353; Suomen taloushistoria 3. Historiallinen tilasto (Economic",Suomen Venäjän kauppa autonomian ajan alkupuoliskolla vv. 1809-65,Joustela K. E.,,,Finish Trade with Russia,secondary,
OUPS,,,,,,,"Joustela, Kauko:  Suomen Venäjän kauppa autonomian ajan alkupuoliskolla vv. 1809-65 (Der Handel Finnlands mit Russland i.J. 1809-1865); Historiallisia tutkimuksia LXII, Helsinki 1963, pp. 352-353;Suomen taloushistoria 3. Historiallinen tilasto (Economic History of Finland, 3. Historical Statistics), 1983, pp. 232-241 ; Official Statistics of Finland, Trade and Navigation 1856-1902 ; Official Statistics of Finland 1903-","Suomen Venäjän kauppa autonomian ajan alkupuoliskolla vv. 1809-65; Historiallisia tutkimuksia LXII, Helsinki 1963, pp. 352-353;Suomen taloushistoria 3. Historiallinen tilasto, 1983, pp. 232-241 ; Official Statistics of Finland, Trade and Navigation 1856-1902; Official Statistics of Finland 1903-",,,,SOURCES TO BE FIXED,OUPS,
KJHYG,57(3),2009,,,,,"KIM Nak Nyeon and PARK Ki-Joo, ""Long-term Trade Statistics and Indices in Korea, 1877-1963"", KYONG JE HAK YON GU, 2009, 57 (3).",Kyong Je Hak Yon Gu,Kim N. N. & K.-J. Park,,"Long-term Trade Statistics and Indices in Korea, 1877-1963",Kyong Je Hak Yon Gu,estimation,
CE-EGY,,,BNF: 4-03B-486 (1874-1878),,1874-1878,,"Le commerce extérieur de l'Egypte pendant les années 1874, 1875, 1876, 1877 et 1878. BNF : 4-03B-486 (1874-1878)",Le commerce extérieur de l'Egypte,,,,Commerce extérieur Egypte,primary,
CE-RUS,,,,,1832,,Le commerce extérieur national pour l'année 1832 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1833,,Le commerce extérieur national pour l'année 1833 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1834,,Le commerce extérieur national pour l'année 1834 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1835,,Le commerce extérieur national pour l'année 1835 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1836,,Le commerce extérieur national pour l'année 1836 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1837,,Le commerce extérieur national pour l'année 1837 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1838,,Le commerce extérieur national pour l'année 1838 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1839,,Le commerce extérieur national pour l'année 1839 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1840,,Le commerce extérieur national pour l'année 1840 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1841,,Le commerce extérieur national pour l'année 1841 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1842,,Le commerce extérieur national pour l'année 1842 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1843,,Le commerce extérieur national pour l'année 1843 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1844,,Le commerce extérieur national pour l'année 1844 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1845,,Le commerce extérieur national pour l'année 1845 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1846,,Le commerce extérieur national pour l'année 1846 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1847,,Le commerce extérieur national pour l'année 1847 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1848,,Le commerce extérieur national pour l'année 1848 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1849,,Le commerce extérieur national pour l'année 1849 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1851,,Le commerce extérieur national pour l'année 1851 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1852,,Le commerce extérieur national pour l'année 1852 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1853,,Le commerce extérieur national pour l'année 1853 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1854,,Le commerce extérieur national pour l'année 1854 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1855,,Le commerce extérieur national pour l'année 1855 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1856,,Le commerce extérieur national pour l'année 1856 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1857,,Le commerce extérieur national pour l'année 1857 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1858,,Le commerce extérieur national pour l'année 1858 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1859,,Le commerce extérieur national pour l'année 1859 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1860,,Le commerce extérieur national pour l'année 1860 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1861,,Le commerce extérieur national pour l'année 1861 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
CE-RUS,,,,,1862,,Le commerce extérieur national pour l'année 1862 dans ses aspects divers,Le commerce extérieur national dans ses aspects divers. Russie,,,,Commerce extérieur Russie,primary,
MC-SDN,2,,,,1912-1926,,Mémorandum sur le commerce international et sur les balances des paiements 1912-1926 (II),Mémorandum sur le commerce international et sur les balances des paiements,Société des Nations,,,Memorandum commerce SDN,secondary,
ACE-3,3,mars 1859,BNF: LC5-138 (AR) 1843/03-1861/07 (N 1-4),"Chili, Paraguay, Plata, Uruguay",,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 1144. Faits Commerciaux N° 3. Paris, mars 1859. Cote BNF: LC5-138 (AR)1843/03-1861/07 (N 1-4)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,15,août 1866,BNF: LC5-138 (AP) 1843/03-1866/08 (N 1-15),Brésil,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 1667. Faits Commerciaux N° 15. Paris, août 1866. Cote BNF: LC5-138 (AP)1843/03-1866/08 (N 1-15)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,16,dec. 1868,BNF: LC5-138 (AP) 1868/12-1884/12 (N 16-21),Brésil,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 1787. Faits Commerciaux N° 16. Paris, décembre 1868. Cote BNF: LC5-138 (AP)1868/12-1884/12 (N 16-21)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,21,mai 1879,BNF: LC5-138 (AP) 1868/12-1884/12 (N 16-21),Brésil,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 2162 / 8ème fascicule. Faits Commerciaux N° 21. Paris, mai 1879. Cote BNF: LC5-138 (AP)1868/12-1884/12 (N 16-21)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,20,mai 1879,BNF: LC5-138 (AP) 1868/12-1884/12 (N 16-21),Brésil,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 2162. Faits Commerciaux N° 20. Paris, mai 1879. Cote BNF: LC5-138 (AP)1868/12-1884/12 (N 16-21)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,mars 1843,BNF: LC5-138 (AP) 1843/03-1866/08 (N 1-15),Brésil,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 22. Faits Commerciaux N° 1. Paris, mars 1843. Cote BNF: LC5-138 (AP)1843/03-1866/08 (N 1-15)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,5,janv.-fev. 1846,BNF: LC5-138 (AJ) 1843-1847 (N 1-13),Autriche,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers N° 308. Faits Commerciaux N° 5. Paris, janvier et février 1846. Cote BNF: LC5-138 (AJ)1843-1847 (N 1-13)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,avril 1871,BNF: LC5-138 (BY) 1847/09-1885 (N 1),Grèce,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers, N° 1860. Faits Commerciaux N° 14. Paris, avril 1871. Cote BNF: LC5-138 (BY)1847/09-1885 (N 1)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,15,janv. 1877,BNF: LC5-138 (BY),Grèce,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers, N° 2067. Faits Commerciaux N° 15. Paris, janvier 1877.",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,sept.-oct. 1845,BNF: LC5-138 (DI) 1845/09-1881/02 (N 1-15),Portugal,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. 3ème série des avis divers, N° 289. Faits Commerciaux N° 1. Paris, septembre et octobre 1845. Cote BNF: LC5-138 (DI)1845/09-1881/02 (N 1-15)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,16,1885,BNF: LC5-138 (BY),Grèce,,,"Ministère de l'Agriculture et du Commerce. Annales du Commerce Extérieur. Faits Commerciaux N° 16. Paris, 1885",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,,,BNF: LC5-138 (BG),Egypte,,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,10,nov. 1857,BNF: LC5-138 (BG) 1843/10-1865/01 (N 1-16),Egypte,,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 1040. Faits Commerciaux N° 10. Paris, novembre 1857. Cote BNF: LC5-138 (BG)1843/10-1865/01 (N 1-16)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,dec. 1868,BNF: LC5-138 (CS) 1868/12-1886/12 (N 9-15),La Plata,,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 1728. Faits Commerciaux N° 9. Paris, décembre 1868. Cote BNF: LC5-138 (CS)1868/12-1886/12 (N 9-15)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,17,avril 1868,BNF: LC5-138 (BG) 1868/04-1886/12 (N 17-24),Egypte,,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 1756. Faits Commerciaux N° 17. Paris, avril 1868. Cote BNF: LC5-138 (BG)1868/04-1886/12 (N 17-24)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,nov.-dec. 1845,BNF: LC5-138 (AR) 1843/03-1861/07 (N 1-4),"Chili, Paraguay, Plata, Uruguay",,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 293. Faits Commerciaux N° 4. Paris, novembre et décembre 1845. Cote BNF: LC5-138 (AR)1843/03-1861/07 (N 1-4)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,dec. 1856,BNF: LC5-138 (AR) 1843/03-1861/07 (N 1-4),"Chili, Paraguay, Plata, Uruguay",,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 952. Faits Commerciaux N° 6. Paris, décembre 1856. Cote BNF: LC5-138 (AR)1843/03-1861/07 (N 1-4)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,8,1884,BNF: LC5-138 (EA) 1873/03-1886/12 (N 5-9),Uruguay,,,"Ministère de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers, N° 2142 Faits Commerciaux N° 8. Paris, 1884. Cote BNF: LC5-138 (EA) 1873/03-1886/12 (N 5-9)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,juin 1868,BNF: LC5-138 (EL),Italie (Deux-Siciles),,,"Ministère de l'Agriculture, du Commerceet des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 1761. Faits Commerciaux N° 7. Paris, juin 1868. Cote BNF: LC5-138 (EL)1862/08-1878/01 (N 1-16)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,24,juin 1875,BNF: MFILM LC5-138 (BK) (1860-1884) 1860/11-1884/12 (N°15-28),Espagne,,,"Ministère de l'Agriculture, du Commerceet des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 2008. Faits Commerciaux N° 24. Paris, juin 1875. Cote BNF: MFILM LC5-138 (BK) (1860-1884)1860/11-1884/12 (N°15-28)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,oct. 1878,BNF: LC5-138 (EA) 1873/03-1886/12 (N 5-9),Uruguay,,,"Ministère de l'Agriculture, du Commerceet des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 2142. Faits Commerciaux N° 6. Paris, octobre 1878. Cote BNF: LC5-138 (EA)1873/03-1886/12 (N 5-9)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,1886,BNF: LC5-138 (EA) 1873/03-1886/12 (N 5-9),Uruguay,,,"Ministère de l'Agriculture, du Commerceet des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 2142. Faits Commerciaux N° 9. Paris, 1886. Cote BNF: LC5-138 (EA)1873/03-1886/12 (N 5-9)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
SCOL-FR,,,,,1905,,Ministère des colonies. Statistiques coloniales pour l'année 1905.,Statistiques coloniales,Ministère des Colonies,,,Statistiques coloniales France,secondary,
SC-COL-FR,,,,,1914,,Ministère des colonies. Statistiques du commerce des colonies françaises pour l'année 1914.,Statistiques du commerce des colonies françaises,Ministère des Colonies,,,Statistiques commerce colonies françaises,secondary,
ACE-3,33,1886,BNF: LC5-138 (DZ) 1886 (N 33),Turquie,,,"Ministère du Commerce et de l'Industrie. Annales du Commerce Extérieur. 8ème fascicule. Faits Commerciaux. N° 33 Paris, 1886. Cote BNF: LC5-138 (DZ) 1886 (N 33)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,27,1884,BNF: MFILM LC5-138 (BK) (1860-1884) 1860/11-1884/12 (N°15-28),Espagne,,,"Ministère du Commerce. Direction du commerce extérieur. Annales du Commerce Extérieur. 2ème fascicule. Faits Commerciaux N° 27. Paris, 1884. Cote BNF: MFILM LC5-138 (BK) (1860-1884)1860/11-1884/12 (N°15-28)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
CE-COL-FR,,,,,1928,,Renseignements généraux sur le commerce des colonies françaises et la navigation en 1928.,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1928,,Renseignements généraux sur le commerce et la navigation en 1928,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1915,,Renseignements généraux sur les colonies françaises et la navigation en 1915,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1917,,Renseignements généraux sur les colonies françaises et la navigation en 1917,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1919,,Renseignements généraux sur les colonies françaises et la navigation en 1919,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1921,,Renseignements généraux sur les colonies françaises et la navigation en 1921,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1923,,Renseignements généraux sur les colonies françaises et la navigation en 1923,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1925,,Renseignements généraux sur les colonies françaises et la navigation en 1925,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1927,,Renseignements généraux sur les colonies françaises et la navigation en 1927,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
CE-COL-FR,,,,,1928,,Renseignements généraux sur les colonies françaises et la navigation en 1928,Renseignements généraux sur le commerce des colonies françaises,Ministère des Colonies,,,Commerce colonies France,secondary,
RC-USA,,,,,1855-1856,,"Report on the commercial relations of the United States with all Foreign Nations, 1855-1856",Report on the commercial relations of the United States with all Foreign Nations,,,,Report on commercial relations United States,primary,
STA-COL-FR,,,,,1892-1895,,Résumé des statistiques coloniales pour les années 1892-1893-1894-1895,Résumé des statistiques coloniales pour les années 1892-1893-1894-1895,Ministère des Colonies,,,Statistiques colonies France,secondary,
SC-SDN,,,,,1938,,"SDN, Statistiques du commerce international, 1938.",Statistiques du commerce extérieur,Société des Nations,,,Statistiques commerce SDN,secondary,
SCPF-COL-FR,,1941,"bibliothèque de SciencesPo, Livre Annexe, côte FOL.0286",,1938,,"Secrétariat d'Etat aux Colonies, (1941), Statistiques du commerce extérieur des possessions françaises en 1938 / SECRETARIAT D'ETAT AUX COLONIES, (bibliothèque de SciencesPo, Livre Annexe, côte FOL.0286)",Statistiques du commerce extérieur des possessions françaises,Secrétariat d'Etat aux Colonies,,,Statistiques commerce possessions françaises,secondary,
FT-TUR,,1995,,,,,"Sevket Pamuk, Ottoman Foreign Trade in the 19th Century, 1995.",Ottoman Foreign Trade in the 19th Century,Pamuk S.,,,Foreign Trade Turkey,estimation,
GDP-NL,,2000,,,,,"Smits J-P., Horlings E., van Zanden J. L., Dutch GDP and its Components, 1800-1913 (2000)",Dutch GDP and its Components 1800-1913,"Smits J-P., Horlings E. & van Zanden J. L.",,,Dutch GDP,estimation,
AN-SDN,,,,,1933-1934,,"Société des Nations, Annuaire statistique 1933-1934.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
AN-SDN,,,,,1934-1935,,"Société des Nations, Annuaire statistique 1934-1935.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
AN-SDN,,,,,1935-1936,,"Société des Nations, Annuaire statistique 1935-1936.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
AN-SDN,,,,,1936-1937,,"Société des Nations, Annuaire statistique 1936-1937.",Annuaire statistique de la Société des Nations,Société des Nations,,,Annuaire Statistique SDN,secondary,
